BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE
202001,1,0,202001,NEW MEXICO,35,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,NEW MEXICO,35,2020,January,Drought
202001,1,0,202001,NEW MEXICO,35,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,NEW MEXICO,35,2020,January,Drought
202001,1,0,202001,NEW MEXICO,35,2020,January,Drought
202001,1,0,202001,NEW MEXICO,35,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,NEW MEXICO,35,2020,January,Drought
202001,1,0,202001,NEW MEXICO,35,2020,January,Drought
202001,1,0,202001,NEW MEXICO,35,2020,January,Drought
202001,1,0,202001,NEW MEXICO,35,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202008,18,0,202008,CONNECTICUT,9,2020,August,Drought
202008,18,0,202008,CONNECTICUT,9,2020,August,Drought
202006,9,200,202006,HAWAII,15,2020,June,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,OKLAHOMA,40,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,24,0,202003,TEXAS,48,2020,March,Drought
202003,31,0,202003,TEXAS,48,2020,March,Drought
202003,31,0,202003,TEXAS,48,2020,March,Drought
202007,1,0,202007,NEW MEXICO,35,2020,July,Drought
202007,1,0,202007,NEW MEXICO,35,2020,July,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202007,1,0,202007,NEW MEXICO,35,2020,July,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202006,1,0,202006,NEW MEXICO,35,2020,June,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202004,21,700,202004,FLORIDA,12,2020,April,Drought
202004,21,700,202004,FLORIDA,12,2020,April,Drought
202004,21,700,202004,FLORIDA,12,2020,April,Drought
202004,21,700,202004,FLORIDA,12,2020,April,Drought
202003,1,0,202003,NEW MEXICO,35,2020,March,Drought
202003,1,0,202003,NEW MEXICO,35,2020,March,Drought
202006,1,0,202006,NEW MEXICO,35,2020,June,Drought
202007,1,0,202007,NEW MEXICO,35,2020,July,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,3,0,202003,TEXAS,48,2020,March,Drought
202003,3,0,202003,TEXAS,48,2020,March,Drought
202003,3,0,202003,TEXAS,48,2020,March,Drought
202003,3,0,202003,TEXAS,48,2020,March,Drought
202003,3,0,202003,TEXAS,48,2020,March,Drought
202003,3,0,202003,TEXAS,48,2020,March,Drought
202003,3,0,202003,TEXAS,48,2020,March,Drought
202003,17,0,202003,TEXAS,48,2020,March,Drought
202003,17,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,NEW MEXICO,35,2020,March,Drought
202003,1,0,202003,NEW MEXICO,35,2020,March,Drought
202006,1,0,202006,NEW MEXICO,35,2020,June,Drought
202007,1,0,202007,NEW MEXICO,35,2020,July,Drought
202007,7,0,202007,MAINE,23,2020,July,Drought
202003,1,0,202003,NEW MEXICO,35,2020,March,Drought
202003,1,0,202003,NEW MEXICO,35,2020,March,Drought
202007,7,0,202007,MAINE,23,2020,July,Drought
202006,1,0,202006,NEW MEXICO,35,2020,June,Drought
202002,1,0,202002,OKLAHOMA,40,2020,February,Drought
202007,1,0,202007,NEW MEXICO,35,2020,July,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202006,1,0,202006,NEW MEXICO,35,2020,June,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,3,0,202003,TEXAS,48,2020,March,Drought
202003,3,0,202003,TEXAS,48,2020,March,Drought
202003,3,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202006,1,0,202006,NEW MEXICO,35,2020,June,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202006,1,0,202006,NEW MEXICO,35,2020,June,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,1,0,202003,TEXAS,48,2020,March,Drought
202003,17,0,202003,TEXAS,48,2020,March,Drought
202003,17,0,202003,TEXAS,48,2020,March,Drought
202003,17,0,202003,TEXAS,48,2020,March,Drought
202005,1,0,202005,TEXAS,48,2020,May,Drought
202005,1,0,202005,COLORADO,8,2020,May,Drought
202005,5,700,202005,FLORIDA,12,2020,May,Drought
202005,1,0,202005,FLORIDA,12,2020,May,Drought
202005,1,0,202005,FLORIDA,12,2020,May,Drought
202005,1,0,202005,COLORADO,8,2020,May,Drought
202005,1,0,202005,COLORADO,8,2020,May,Drought
202005,12,0,202005,KANSAS,20,2020,May,Drought
202005,1,0,202005,FLORIDA,12,2020,May,Drought
202002,11,0,202002,TEXAS,48,2020,February,Drought
202005,19,0,202005,TEXAS,48,2020,May,Drought
202005,12,0,202005,TEXAS,48,2020,May,Drought
202005,1,0,202005,OKLAHOMA,40,2020,May,Drought
202005,1,0,202005,OKLAHOMA,40,2020,May,Drought
202005,1,0,202005,NEW MEXICO,35,2020,May,Drought
202002,11,0,202002,TEXAS,48,2020,February,Drought
202002,11,0,202002,TEXAS,48,2020,February,Drought
202002,11,0,202002,TEXAS,48,2020,February,Drought
202005,1,0,202005,TEXAS,48,2020,May,Drought
202005,1,0,202005,TEXAS,48,2020,May,Drought
202005,1,0,202005,TEXAS,48,2020,May,Drought
202005,1,0,202005,TEXAS,48,2020,May,Drought
202005,1,0,202005,TEXAS,48,2020,May,Drought
202005,1,0,202005,TEXAS,48,2020,May,Drought
202005,1,0,202005,TEXAS,48,2020,May,Drought
202005,1,0,202005,NEW MEXICO,35,2020,May,Drought
202005,1,0,202005,NEW MEXICO,35,2020,May,Drought
202002,11,0,202002,TEXAS,48,2020,February,Drought
202002,11,0,202002,TEXAS,48,2020,February,Drought
202005,1,0,202005,TEXAS,48,2020,May,Drought
202005,1,0,202005,TEXAS,48,2020,May,Drought
202005,1,0,202005,TEXAS,48,2020,May,Drought
202005,1,0,202005,TEXAS,48,2020,May,Drought
202005,1,0,202005,TEXAS,48,2020,May,Drought
202005,1,0,202005,TEXAS,48,2020,May,Drought
202005,1,0,202005,TEXAS,48,2020,May,Drought
202005,1,0,202005,TEXAS,48,2020,May,Drought
202005,1,0,202005,NEW MEXICO,35,2020,May,Drought
202005,1,0,202005,NEW MEXICO,35,2020,May,Drought
202005,1,0,202005,NEW MEXICO,35,2020,May,Drought
202005,1,0,202005,TEXAS,48,2020,May,Drought
202005,1,0,202005,TEXAS,48,2020,May,Drought
202005,1,0,202005,TEXAS,48,2020,May,Drought
202005,12,0,202005,KANSAS,20,2020,May,Drought
202005,1,0,202005,NEW MEXICO,35,2020,May,Drought
202005,1,0,202005,NEW MEXICO,35,2020,May,Drought
202005,1,0,202005,NEW MEXICO,35,2020,May,Drought
202005,1,0,202005,NEW MEXICO,35,2020,May,Drought
202005,1,0,202005,GUAM,98,2020,May,Drought
202005,1,0,202005,GUAM,98,2020,May,Drought
202005,26,200,202005,HAWAII,15,2020,May,Drought
202005,1,0,202005,NEW MEXICO,35,2020,May,Drought
202005,1,0,202005,NEW MEXICO,35,2020,May,Drought
202005,1,0,202005,GUAM,98,2020,May,Drought
202005,1,0,202005,GUAM,98,2020,May,Drought
202005,1,0,202005,GUAM,98,2020,May,Drought
202005,1,0,202005,NEW MEXICO,35,2020,May,Drought
202005,1,0,202005,NEW MEXICO,35,2020,May,Drought
202005,1,0,202005,NEW MEXICO,35,2020,May,Drought
202005,1,0,202005,NEW MEXICO,35,2020,May,Drought
202005,1,0,202005,NEW MEXICO,35,2020,May,Drought
202005,6,0,202005,COLORADO,8,2020,May,Drought
202005,6,0,202005,COLORADO,8,2020,May,Drought
202005,6,0,202005,COLORADO,8,2020,May,Drought
202005,6,0,202005,COLORADO,8,2020,May,Drought
202005,1,0,202005,TEXAS,48,2020,May,Drought
202005,1,0,202005,TEXAS,48,2020,May,Drought
202005,1,0,202005,FLORIDA,12,2020,May,Drought
202004,21,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202006,1,0,202006,NEW MEXICO,35,2020,June,Drought
202006,1,0,202006,NEW MEXICO,35,2020,June,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,7,0,202004,TEXAS,48,2020,April,Drought
202004,7,0,202004,TEXAS,48,2020,April,Drought
202004,7,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,NEW MEXICO,35,2020,April,Drought
202004,1,0,202004,NEW MEXICO,35,2020,April,Drought
202004,1,0,202004,NEW MEXICO,35,2020,April,Drought
202004,1,0,202004,NEW MEXICO,35,2020,April,Drought
202004,1,0,202004,NEW MEXICO,35,2020,April,Drought
202004,1,0,202004,NEW MEXICO,35,2020,April,Drought
202004,1,0,202004,NEW MEXICO,35,2020,April,Drought
202004,21,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,NEW MEXICO,35,2020,April,Drought
202004,1,0,202004,NEW MEXICO,35,2020,April,Drought
202004,1,0,202004,NEW MEXICO,35,2020,April,Drought
202004,1,0,202004,NEW MEXICO,35,2020,April,Drought
202003,1,0,202003,OKLAHOMA,40,2020,March,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202001,21,0,202001,TEXAS,48,2020,January,Drought
202001,21,0,202001,TEXAS,48,2020,January,Drought
202001,21,0,202001,TEXAS,48,2020,January,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202006,1,0,202006,NEW MEXICO,35,2020,June,Drought
202001,1,0,202001,OKLAHOMA,40,2020,January,Drought
202001,1,0,202001,OKLAHOMA,40,2020,January,Drought
202006,1,0,202006,NEW MEXICO,35,2020,June,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202006,1,0,202006,NEW MEXICO,35,2020,June,Drought
202004,1,0,202004,HAWAII,15,2020,April,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202001,1,0,202001,TEXAS,48,2020,January,Drought
202006,1,0,202006,NEW MEXICO,35,2020,June,Drought
202006,1,0,202006,NEW MEXICO,35,2020,June,Drought
202006,1,0,202006,NEW MEXICO,35,2020,June,Drought
202006,1,0,202006,NEW MEXICO,35,2020,June,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202004,1,0,202004,TEXAS,48,2020,April,Drought
202001,21,0,202001,TEXAS,48,2020,January,Drought
202001,21,0,202001,TEXAS,48,2020,January,Drought
202001,21,0,202001,TEXAS,48,2020,January,Drought
202001,21,0,202001,TEXAS,48,2020,January,Drought
202001,21,0,202001,TEXAS,48,2020,January,Drought
202001,21,0,202001,TEXAS,48,2020,January,Drought
202006,1,0,202006,NEW MEXICO,35,2020,June,Drought
202005,1,0,202005,TEXAS,48,2020,May,Drought
202005,1,0,202005,TEXAS,48,2020,May,Drought
202005,1,0,202005,TEXAS,48,2020,May,Drought
202005,5,0,202005,TEXAS,48,2020,May,Drought
202005,5,0,202005,TEXAS,48,2020,May,Drought
202005,12,0,202005,TEXAS,48,2020,May,Drought
202005,12,0,202005,TEXAS,48,2020,May,Drought
202005,12,0,202005,TEXAS,48,2020,May,Drought
202005,19,0,202005,TEXAS,48,2020,May,Drought
202005,19,0,202005,TEXAS,48,2020,May,Drought
202005,19,0,202005,TEXAS,48,2020,May,Drought
202005,5,700,202005,FLORIDA,12,2020,May,Drought
202005,1,0,202005,FLORIDA,12,2020,May,Drought
202005,19,0,202005,TEXAS,48,2020,May,Drought
202005,26,0,202005,TEXAS,48,2020,May,Drought
202004,21,700,202004,FLORIDA,12,2020,April,Drought
202004,1,0,202004,OKLAHOMA,40,2020,April,Drought
202004,1,0,202004,OKLAHOMA,40,2020,April,Drought
202004,21,700,202004,FLORIDA,12,2020,April,Drought
202004,7,0,202004,TEXAS,48,2020,April,Drought
202004,7,0,202004,TEXAS,48,2020,April,Drought
202004,7,0,202004,TEXAS,48,2020,April,Drought
202004,14,0,202004,TEXAS,48,2020,April,Drought
202004,14,0,202004,TEXAS,48,2020,April,Drought
202005,1,0,202005,TEXAS,48,2020,May,Drought
202005,1,0,202005,TEXAS,48,2020,May,Drought
202002,1,0,202002,GUAM,98,2020,February,Drought
202004,14,0,202004,TEXAS,48,2020,April,Drought
202004,7,0,202004,TEXAS,48,2020,April,Drought
202004,14,0,202004,TEXAS,48,2020,April,Drought
202005,1,0,202005,TEXAS,48,2020,May,Drought
202005,1,0,202005,TEXAS,48,2020,May,Drought
202004,7,0,202004,TEXAS,48,2020,April,Drought
202006,1,0,202006,TEXAS,48,2020,June,Drought
202005,1,0,202005,TEXAS,48,2020,May,Drought
