STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS
NEBRASKA,31,2021,February,Drought,Z,29
NEBRASKA,31,2021,February,Drought,Z,71
NEBRASKA,31,2021,February,Drought,Z,70
TEXAS,48,2021,May,Drought,Z,344
TEXAS,48,2021,May,Drought,Z,247
TEXAS,48,2021,May,Drought,Z,233
TEXAS,48,2021,May,Drought,Z,246
TEXAS,48,2021,May,Drought,Z,232
TEXAS,48,2021,May,Drought,Z,347
TEXAS,48,2021,May,Drought,Z,346
TEXAS,48,2021,May,Drought,Z,245
TEXAS,48,2021,May,Drought,Z,244
TEXAS,48,2021,May,Drought,Z,343
TEXAS,48,2021,May,Drought,Z,243
TEXAS,48,2021,May,Drought,Z,342
IOWA,19,2021,February,Drought,Z,70
IOWA,19,2021,February,Drought,Z,34
IOWA,19,2021,February,Drought,Z,33
TEXAS,48,2021,May,Drought,Z,242
TEXAS,48,2021,May,Drought,Z,241
TEXAS,48,2021,May,Drought,Z,231
IOWA,19,2021,February,Drought,Z,71
IOWA,19,2021,April,Drought,Z,5
IOWA,19,2021,April,Drought,Z,23
IOWA,19,2021,April,Drought,Z,15
NEW MEXICO,35,2021,April,Drought,Z,226
NEW MEXICO,35,2021,April,Drought,Z,206
NEW MEXICO,35,2021,April,Drought,Z,207
NEW MEXICO,35,2021,April,Drought,Z,415
NEW MEXICO,35,2021,April,Drought,Z,412
NEW MEXICO,35,2021,April,Drought,Z,413
NEW MEXICO,35,2021,April,Drought,Z,414
NEW MEXICO,35,2021,April,Drought,Z,416
NEW MEXICO,35,2021,April,Drought,Z,417
TEXAS,48,2021,April,Drought,Z,418
IOWA,19,2021,February,Drought,Z,5
IOWA,19,2021,February,Drought,Z,23
NEW MEXICO,35,2021,April,Drought,Z,220
NEW MEXICO,35,2021,April,Drought,Z,241
NEW MEXICO,35,2021,April,Drought,Z,401
NEW MEXICO,35,2021,April,Drought,Z,402
NEW MEXICO,35,2021,April,Drought,Z,403
NEW MEXICO,35,2021,April,Drought,Z,405
TEXAS,48,2021,April,Drought,Z,419
TEXAS,48,2021,April,Drought,Z,420
TEXAS,48,2021,April,Drought,Z,421
TEXAS,48,2021,April,Drought,Z,422
TEXAS,48,2021,April,Drought,Z,423
TEXAS,48,2021,April,Drought,Z,424
IOWA,19,2021,February,Drought,Z,15
IOWA,19,2021,February,Drought,Z,4
COLORADO,8,2021,April,Drought,Z,23
NEW MEXICO,35,2021,April,Drought,Z,201
NEW MEXICO,35,2021,April,Drought,Z,205
NEW MEXICO,35,2021,April,Drought,Z,204
NEW MEXICO,35,2021,April,Drought,Z,406
NEW MEXICO,35,2021,April,Drought,Z,407
NEW MEXICO,35,2021,April,Drought,Z,408
NEW MEXICO,35,2021,April,Drought,Z,409
NEW MEXICO,35,2021,April,Drought,Z,410
NEW MEXICO,35,2021,April,Drought,Z,411
COLORADO,8,2021,January,Drought,Z,92
IOWA,19,2021,February,Drought,Z,58
IOWA,19,2021,February,Drought,Z,57
IOWA,19,2021,February,Drought,Z,81
IOWA,19,2021,February,Drought,Z,45
IOWA,19,2021,February,Drought,Z,44
COLORADO,8,2021,April,Drought,Z,19
COLORADO,8,2021,April,Drought,Z,18
COLORADO,8,2021,April,Drought,Z,22
COLORADO,8,2021,April,Drought,Z,21
COLORADO,8,2021,April,Drought,Z,11
NEW MEXICO,35,2021,April,Drought,Z,203
NEW MEXICO,35,2021,April,Drought,Z,228
NEW MEXICO,35,2021,April,Drought,Z,230
NEBRASKA,31,2021,April,Drought,Z,58
NEBRASKA,31,2021,April,Drought,Z,69
TEXAS,48,2021,February,Drought,Z,239
TEXAS,48,2021,February,Drought,Z,240
TEXAS,48,2021,February,Drought,Z,229
COLORADO,8,2021,April,Drought,Z,17
COLORADO,8,2021,April,Drought,Z,9
COLORADO,8,2021,April,Drought,Z,20
COLORADO,8,2021,April,Drought,Z,14
COLORADO,8,2021,April,Drought,Z,6
NEW MEXICO,35,2021,April,Drought,Z,210
NEW MEXICO,35,2021,April,Drought,Z,216
NEW MEXICO,35,2021,April,Drought,Z,213
NEBRASKA,31,2021,April,Drought,Z,71
NEBRASKA,31,2021,April,Drought,Z,59
COLORADO,8,2021,April,Drought,Z,7
COLORADO,8,2021,April,Drought,Z,10
COLORADO,8,2021,April,Drought,Z,3
COLORADO,8,2021,April,Drought,Z,8
NEW MEXICO,35,2021,April,Drought,Z,215
NEW MEXICO,35,2021,April,Drought,Z,227
NEW MEXICO,35,2021,April,Drought,Z,211
TEXAS,48,2021,April,Drought,Z,28
TEXAS,48,2021,April,Drought,Z,29
TEXAS,48,2021,April,Drought,Z,40
TEXAS,48,2021,April,Drought,Z,41
NORTH DAKOTA,38,2021,April,Drought,Z,47
NORTH DAKOTA,38,2021,April,Drought,Z,50
NORTH DAKOTA,38,2021,April,Drought,Z,17
NORTH DAKOTA,38,2021,April,Drought,Z,21
NORTH DAKOTA,38,2021,April,Drought,Z,19
NORTH DAKOTA,38,2021,April,Drought,Z,41
NORTH DAKOTA,38,2021,April,Drought,Z,36
NORTH DAKOTA,38,2021,April,Drought,Z,13
NORTH DAKOTA,38,2021,April,Drought,Z,23
NORTH DAKOTA,38,2021,April,Drought,Z,37
COLORADO,8,2021,April,Drought,Z,4
COLORADO,8,2021,April,Drought,Z,5
COLORADO,8,2021,April,Drought,Z,2
COLORADO,8,2021,April,Drought,Z,1
NEW MEXICO,35,2021,April,Drought,Z,214
NEW MEXICO,35,2021,April,Drought,Z,217
NEW MEXICO,35,2021,April,Drought,Z,231
NORTH DAKOTA,38,2021,April,Drought,Z,44
NORTH DAKOTA,38,2021,April,Drought,Z,32
NORTH DAKOTA,38,2021,April,Drought,Z,4
NORTH DAKOTA,38,2021,April,Drought,Z,34
NORTH DAKOTA,38,2021,April,Drought,Z,40
NORTH DAKOTA,38,2021,April,Drought,Z,20
NORTH DAKOTA,38,2021,April,Drought,Z,3
NORTH DAKOTA,38,2021,April,Drought,Z,5
NORTH DAKOTA,38,2021,April,Drought,Z,22
NORTH DAKOTA,38,2021,April,Drought,Z,45
COLORADO,8,2021,January,Drought,Z,91
COLORADO,8,2021,January,Drought,Z,90
KANSAS,20,2021,January,Drought,Z,1
KANSAS,20,2021,January,Drought,Z,13
COLORADO,8,2021,April,Drought,Z,13
UTAH,49,2021,April,Drought,Z,22
UTAH,49,2021,April,Drought,Z,28
UTAH,49,2021,April,Drought,Z,29
UTAH,49,2021,April,Drought,Z,27
UTAH,49,2021,April,Drought,Z,25
SOUTH DAKOTA,46,2021,April,Drought,Z,3
SOUTH DAKOTA,46,2021,April,Drought,Z,15
NEW MEXICO,35,2021,April,Drought,Z,232
NEW MEXICO,35,2021,April,Drought,Z,229
NEW MEXICO,35,2021,April,Drought,Z,234
NEBRASKA,31,2021,April,Drought,Z,79
COLORADO,8,2021,April,Drought,Z,92
KANSAS,20,2021,January,Drought,Z,27
KANSAS,20,2021,January,Drought,Z,41
UTAH,49,2021,April,Drought,Z,24
UTAH,49,2021,April,Drought,Z,23
MONTANA,30,2021,April,Drought,Z,21
SOUTH DAKOTA,46,2021,April,Drought,Z,33
SOUTH DAKOTA,46,2021,April,Drought,Z,4
SOUTH DAKOTA,46,2021,April,Drought,Z,9
NEW MEXICO,35,2021,April,Drought,Z,233
NEW MEXICO,35,2021,April,Drought,Z,237
NEW MEXICO,35,2021,April,Drought,Z,235
TEXAS,48,2021,April,Drought,Z,187
MONTANA,30,2021,April,Drought,Z,61
MONTANA,30,2021,April,Drought,Z,17
MONTANA,30,2021,April,Drought,Z,59
MONTANA,30,2021,April,Drought,Z,22
CALIFORNIA,6,2021,April,Drought,Z,199
NEW MEXICO,35,2021,May,Drought,Z,401
NEW MEXICO,35,2021,May,Drought,Z,402
NEW MEXICO,35,2021,May,Drought,Z,403
NEW MEXICO,35,2021,May,Drought,Z,404
NEW MEXICO,35,2021,May,Drought,Z,405
NEW MEXICO,35,2021,May,Drought,Z,413
NEW MEXICO,35,2021,May,Drought,Z,414
NEW MEXICO,35,2021,May,Drought,Z,415
NEW MEXICO,35,2021,May,Drought,Z,416
NEW MEXICO,35,2021,May,Drought,Z,417
TEXAS,48,2021,May,Drought,Z,418
TEXAS,48,2021,May,Drought,Z,419
TEXAS,48,2021,May,Drought,Z,420
TEXAS,48,2021,May,Drought,Z,421
TEXAS,48,2021,May,Drought,Z,422
TEXAS,48,2021,May,Drought,Z,423
TEXAS,48,2021,May,Drought,Z,424
CALIFORNIA,6,2021,April,Drought,Z,13
SOUTH DAKOTA,46,2021,April,Drought,Z,16
SOUTH DAKOTA,46,2021,April,Drought,Z,34
SOUTH DAKOTA,46,2021,April,Drought,Z,36
NEW MEXICO,35,2021,April,Drought,Z,236
NEW MEXICO,35,2021,April,Drought,Z,238
NEW MEXICO,35,2021,April,Drought,Z,212
TEXAS,48,2021,April,Drought,Z,205
TEXAS,48,2021,April,Drought,Z,206
TEXAS,48,2021,April,Drought,Z,224
TEXAS,48,2021,April,Drought,Z,209
MONTANA,30,2021,April,Drought,Z,19
MONTANA,30,2021,April,Drought,Z,62
MONTANA,30,2021,April,Drought,Z,24
MONTANA,30,2021,April,Drought,Z,27
MONTANA,30,2021,April,Drought,Z,18
MONTANA,30,2021,April,Drought,Z,16
CALIFORNIA,6,2021,April,Drought,Z,185
CALIFORNIA,6,2021,April,Drought,Z,188
CALIFORNIA,6,2021,April,Drought,Z,189
CALIFORNIA,6,2021,April,Drought,Z,191
CALIFORNIA,6,2021,April,Drought,Z,192
NEBRASKA,31,2021,April,Drought,Z,70
NEBRASKA,31,2021,February,Drought,Z,28
TEXAS,48,2021,May,Drought,Z,219
TEXAS,48,2021,May,Drought,Z,218
TEXAS,48,2021,May,Drought,Z,222
NEBRASKA,31,2021,January,Drought,Z,61
NEBRASKA,31,2021,January,Drought,Z,46
NEBRASKA,31,2021,January,Drought,Z,39
NEBRASKA,31,2021,January,Drought,Z,40
NEBRASKA,31,2021,January,Drought,Z,47
NEBRASKA,31,2021,January,Drought,Z,62
NEBRASKA,31,2021,January,Drought,Z,75
NEBRASKA,31,2021,January,Drought,Z,85
NEBRASKA,31,2021,January,Drought,Z,41
NEBRASKA,31,2021,January,Drought,Z,48
NEBRASKA,31,2021,January,Drought,Z,63
NEBRASKA,31,2021,January,Drought,Z,76
NEBRASKA,31,2021,January,Drought,Z,86
GUAM,98,2021,May,Drought,Z,2
CALIFORNIA,6,2021,April,Drought,Z,15
CALIFORNIA,6,2021,April,Drought,Z,16
SOUTH DAKOTA,46,2021,April,Drought,Z,17
SOUTH DAKOTA,46,2021,April,Drought,Z,10
SOUTH DAKOTA,46,2021,April,Drought,Z,5
NEW MEXICO,35,2021,April,Drought,Z,218
NEW MEXICO,35,2021,April,Drought,Z,221
NEW MEXICO,35,2021,April,Drought,Z,222
TEXAS,48,2021,April,Drought,Z,204
TEXAS,48,2021,April,Drought,Z,228
TEXAS,48,2021,April,Drought,Z,189
TEXAS,48,2021,April,Drought,Z,225
COLORADO,8,2021,April,Drought,Z,12
MONTANA,30,2021,April,Drought,Z,20
MONTANA,30,2021,April,Drought,Z,23
MONTANA,30,2021,April,Drought,Z,25
MONTANA,30,2021,April,Drought,Z,26
CALIFORNIA,6,2021,April,Drought,Z,193
CALIFORNIA,6,2021,April,Drought,Z,194
CALIFORNIA,6,2021,April,Drought,Z,195
CALIFORNIA,6,2021,April,Drought,Z,196
CALIFORNIA,6,2021,April,Drought,Z,197
CALIFORNIA,6,2021,April,Drought,Z,198
KANSAS,20,2021,January,Drought,Z,2
KANSAS,20,2021,January,Drought,Z,14
KANSAS,20,2021,January,Drought,Z,28
NEBRASKA,31,2021,January,Drought,Z,74
NEBRASKA,31,2021,January,Drought,Z,84
NEBRASKA,31,2021,February,Drought,Z,60
NEBRASKA,31,2021,February,Drought,Z,72
NEBRASKA,31,2021,February,Drought,Z,82
NEBRASKA,31,2021,February,Drought,Z,61
NEBRASKA,31,2021,February,Drought,Z,73
NEBRASKA,31,2021,February,Drought,Z,83
NEBRASKA,31,2021,February,Drought,Z,39
CALIFORNIA,6,2021,April,Drought,Z,17
CALIFORNIA,6,2021,April,Drought,Z,19
SOUTH DAKOTA,46,2021,April,Drought,Z,6
NEW MEXICO,35,2021,April,Drought,Z,223
NEW MEXICO,35,2021,April,Drought,Z,202
NEW MEXICO,35,2021,April,Drought,Z,208
TEXAS,48,2021,April,Drought,Z,218
TEXAS,48,2021,April,Drought,Z,219
TEXAS,48,2021,April,Drought,Z,222
KANSAS,20,2021,January,Drought,Z,3
KANSAS,20,2021,January,Drought,Z,4
NEBRASKA,31,2021,January,Drought,Z,79
NEBRASKA,31,2021,February,Drought,Z,40
NEBRASKA,31,2021,February,Drought,Z,47
NEBRASKA,31,2021,February,Drought,Z,46
NEBRASKA,31,2021,February,Drought,Z,62
NEBRASKA,31,2021,February,Drought,Z,74
NEBRASKA,31,2021,February,Drought,Z,84
NEBRASKA,31,2021,February,Drought,Z,75
NEBRASKA,31,2021,February,Drought,Z,85
KANSAS,20,2021,February,Drought,Z,5
KANSAS,20,2021,February,Drought,Z,6
NEBRASKA,31,2021,February,Drought,Z,38
TEXAS,48,2021,April,Drought,Z,239
TEXAS,48,2021,April,Drought,Z,229
TEXAS,48,2021,April,Drought,Z,230
CALIFORNIA,6,2021,April,Drought,Z,63
NEW MEXICO,35,2021,April,Drought,Z,209
NEW MEXICO,35,2021,April,Drought,Z,219
NEW MEXICO,35,2021,April,Drought,Z,239
GUAM,98,2021,April,Drought,Z,2
CALIFORNIA,6,2021,April,Drought,Z,18
TEXAS,48,2021,May,Drought,Z,228
TEXAS,48,2021,April,Drought,Z,240
TEXAS,48,2021,April,Drought,Z,231
TEXAS,48,2021,April,Drought,Z,241
TEXAS,48,2021,April,Drought,Z,232
TEXAS,48,2021,April,Drought,Z,233
TEXAS,48,2021,April,Drought,Z,234
NEW MEXICO,35,2021,April,Drought,Z,240
NEW MEXICO,35,2021,April,Drought,Z,224
NEW MEXICO,35,2021,April,Drought,Z,225
GUAM,98,2021,April,Drought,Z,3
TEXAS,48,2021,April,Drought,Z,18
TEXAS,48,2021,April,Drought,Z,17
NEW MEXICO,35,2021,May,Drought,Z,406
NEW MEXICO,35,2021,May,Drought,Z,407
NEW MEXICO,35,2021,May,Drought,Z,408
NEW MEXICO,35,2021,May,Drought,Z,409
NEW MEXICO,35,2021,May,Drought,Z,412
NEW MEXICO,35,2021,May,Drought,Z,410
NEW MEXICO,35,2021,May,Drought,Z,411
NEBRASKA,31,2021,February,Drought,Z,59
TEXAS,48,2021,April,Drought,Z,246
TEXAS,48,2021,April,Drought,Z,244
TEXAS,48,2021,April,Drought,Z,243
TEXAS,48,2021,April,Drought,Z,242
TEXAS,48,2021,April,Drought,Z,343
TEXAS,48,2021,April,Drought,Z,342
OKLAHOMA,40,2021,April,Drought,Z,23
TEXAS,48,2021,April,Drought,Z,16
OKLAHOMA,40,2021,April,Drought,Z,1
TEXAS,48,2021,April,Drought,Z,21
TEXAS,48,2021,April,Drought,Z,22
TEXAS,48,2021,April,Drought,Z,33
TEXAS,48,2021,April,Drought,Z,34
KANSAS,20,2021,January,Drought,Z,5
KANSAS,20,2021,January,Drought,Z,6
KANSAS,20,2021,January,Drought,Z,7
NEBRASKA,31,2021,January,Drought,Z,60
NEBRASKA,31,2021,January,Drought,Z,72
NEBRASKA,31,2021,January,Drought,Z,82
NEBRASKA,31,2021,January,Drought,Z,83
NEBRASKA,31,2021,January,Drought,Z,73
IOWA,19,2021,April,Drought,Z,4
OKLAHOMA,40,2021,April,Drought,Z,50
OKLAHOMA,40,2021,April,Drought,Z,41
OKLAHOMA,40,2021,April,Drought,Z,45
OKLAHOMA,40,2021,April,Drought,Z,46
OKLAHOMA,40,2021,April,Drought,Z,47
OKLAHOMA,40,2021,April,Drought,Z,51
OKLAHOMA,40,2021,April,Drought,Z,47
OKLAHOMA,40,2021,April,Drought,Z,52
OKLAHOMA,40,2021,April,Drought,Z,48
TEXAS,48,2021,April,Drought,Z,88
TEXAS,48,2021,April,Drought,Z,90
TEXAS,48,2021,April,Drought,Z,87
ARIZONA,4,2021,April,Drought,Z,505
ARIZONA,4,2021,April,Drought,Z,503
ARIZONA,4,2021,April,Drought,Z,504
ARIZONA,4,2021,April,Drought,Z,506
TEXAS,48,2021,April,Drought,Z,27
TEXAS,48,2021,April,Drought,Z,23
TEXAS,48,2021,April,Drought,Z,35
TEXAS,48,2021,April,Drought,Z,39
TEXAS,48,2021,April,Drought,Z,37
TEXAS,48,2021,April,Drought,Z,38
NORTH DAKOTA,38,2021,April,Drought,Z,35
NORTH DAKOTA,38,2021,April,Drought,Z,1
NORTH DAKOTA,38,2021,April,Drought,Z,2
NORTH DAKOTA,38,2021,April,Drought,Z,18
NORTH DAKOTA,38,2021,April,Drought,Z,46
NORTH DAKOTA,38,2021,April,Drought,Z,31
NORTH DAKOTA,38,2021,April,Drought,Z,42
NORTH DAKOTA,38,2021,April,Drought,Z,33
NORTH DAKOTA,38,2021,April,Drought,Z,11
NORTH DAKOTA,38,2021,April,Drought,Z,9
NORTH DAKOTA,38,2021,April,Drought,Z,12
NORTH DAKOTA,38,2021,April,Drought,Z,10
NORTH DAKOTA,38,2021,April,Drought,Z,43
NORTH DAKOTA,38,2021,April,Drought,Z,25
NEBRASKA,31,2021,January,Drought,Z,80
NEBRASKA,31,2021,January,Drought,Z,81
SOUTH DAKOTA,46,2021,February,Drought,Z,3
TEXAS,48,2021,February,Drought,Z,41
ARIZONA,4,2021,February,Drought,Z,503
ARIZONA,4,2021,February,Drought,Z,504
SOUTH DAKOTA,46,2021,February,Drought,Z,15
SOUTH DAKOTA,46,2021,February,Drought,Z,33
SOUTH DAKOTA,46,2021,February,Drought,Z,45
ARIZONA,4,2021,February,Drought,Z,505
ARIZONA,4,2021,February,Drought,Z,506
SOUTH DAKOTA,46,2021,February,Drought,Z,4
SOUTH DAKOTA,46,2021,February,Drought,Z,9
SOUTH DAKOTA,46,2021,February,Drought,Z,16
ARIZONA,4,2021,February,Drought,Z,507
ARIZONA,4,2021,February,Drought,Z,508
SOUTH DAKOTA,46,2021,February,Drought,Z,34
SOUTH DAKOTA,46,2021,February,Drought,Z,10
ARIZONA,4,2021,February,Drought,Z,509
ARIZONA,4,2021,February,Drought,Z,510
NEW MEXICO,35,2021,May,Drought,Z,211
NEW MEXICO,35,2021,May,Drought,Z,233
NEW MEXICO,35,2021,May,Drought,Z,237
ARIZONA,4,2021,February,Drought,Z,511
ARIZONA,4,2021,February,Drought,Z,512
COLORADO,8,2021,February,Drought,Z,90
COLORADO,8,2021,February,Drought,Z,91
NEW MEXICO,35,2021,May,Drought,Z,205
NEW MEXICO,35,2021,May,Drought,Z,204
NEW MEXICO,35,2021,May,Drought,Z,214
NEW MEXICO,35,2021,May,Drought,Z,217
NEW MEXICO,35,2021,May,Drought,Z,235
NEW MEXICO,35,2021,May,Drought,Z,236
ARIZONA,4,2021,February,Drought,Z,513
ARIZONA,4,2021,February,Drought,Z,514
COLORADO,8,2021,February,Drought,Z,92
KANSAS,20,2021,February,Drought,Z,1
KANSAS,20,2021,February,Drought,Z,13
KANSAS,20,2021,February,Drought,Z,27
KANSAS,20,2021,February,Drought,Z,41
NEW MEXICO,35,2021,May,Drought,Z,238
NEW MEXICO,35,2021,May,Drought,Z,212
ARIZONA,4,2021,February,Drought,Z,515
KANSAS,20,2021,February,Drought,Z,2
KANSAS,20,2021,February,Drought,Z,14
KANSAS,20,2021,February,Drought,Z,28
KANSAS,20,2021,February,Drought,Z,42
KANSAS,20,2021,February,Drought,Z,3
GUAM,98,2021,February,Drought,Z,2
KANSAS,20,2021,February,Drought,Z,15
KANSAS,20,2021,February,Drought,Z,4
KANSAS,20,2021,February,Drought,Z,16
NEBRASKA,31,2021,February,Drought,Z,79
NEBRASKA,31,2021,February,Drought,Z,80
NEBRASKA,31,2021,February,Drought,Z,81
OKLAHOMA,40,2021,February,Drought,Z,1
TEXAS,48,2021,February,Drought,Z,6
TEXAS,48,2021,February,Drought,Z,11
MONTANA,30,2021,February,Drought,Z,19
MONTANA,30,2021,February,Drought,Z,18
MONTANA,30,2021,February,Drought,Z,62
NEW MEXICO,35,2021,May,Drought,Z,203
NEW MEXICO,35,2021,May,Drought,Z,228
NEW MEXICO,35,2021,May,Drought,Z,231
NEW MEXICO,35,2021,May,Drought,Z,232
NEW MEXICO,35,2021,May,Drought,Z,218
NEW MEXICO,35,2021,May,Drought,Z,221
MONTANA,30,2021,February,Drought,Z,23
MONTANA,30,2021,February,Drought,Z,24
MONTANA,30,2021,February,Drought,Z,25
MONTANA,30,2021,February,Drought,Z,26
MONTANA,30,2021,February,Drought,Z,20
MONTANA,30,2021,February,Drought,Z,27
NEW MEXICO,35,2021,May,Drought,Z,216
NEW MEXICO,35,2021,May,Drought,Z,213
NEW MEXICO,35,2021,May,Drought,Z,215
NEW MEXICO,35,2021,May,Drought,Z,227
TEXAS,48,2021,February,Drought,Z,21
OKLAHOMA,40,2021,February,Drought,Z,21
OKLAHOMA,40,2021,February,Drought,Z,33
TEXAS,48,2021,February,Drought,Z,22
TEXAS,48,2021,February,Drought,Z,23
TEXAS,48,2021,February,Drought,Z,24
OKLAHOMA,40,2021,February,Drought,Z,36
OKLAHOMA,40,2021,February,Drought,Z,14
OKLAHOMA,40,2021,February,Drought,Z,34
TEXAS,48,2021,February,Drought,Z,27
TEXAS,48,2021,February,Drought,Z,28
TEXAS,48,2021,February,Drought,Z,29
TEXAS,48,2021,May,Drought,Z,239
TEXAS,48,2021,May,Drought,Z,234
TEXAS,48,2021,February,Drought,Z,15
TEXAS,48,2021,February,Drought,Z,17
TEXAS,48,2021,February,Drought,Z,30
TEXAS,48,2021,February,Drought,Z,31
TEXAS,48,2021,February,Drought,Z,33
TEXAS,48,2021,February,Drought,Z,18
TEXAS,48,2021,February,Drought,Z,16
TEXAS,48,2021,February,Drought,Z,34
TEXAS,48,2021,February,Drought,Z,35
TEXAS,48,2021,February,Drought,Z,36
NEW MEXICO,35,2021,May,Drought,Z,201
NEW MEXICO,35,2021,May,Drought,Z,230
NEW MEXICO,35,2021,May,Drought,Z,210
NEW MEXICO,35,2021,May,Drought,Z,229
NEW MEXICO,35,2021,May,Drought,Z,234
NEW MEXICO,35,2021,May,Drought,Z,222
TEXAS,48,2021,February,Drought,Z,37
TEXAS,48,2021,February,Drought,Z,39
TEXAS,48,2021,February,Drought,Z,40
ARIZONA,4,2021,February,Drought,Z,502
NEW MEXICO,35,2021,June,Drought,Z,215
NEW MEXICO,35,2021,June,Drought,Z,227
NEW MEXICO,35,2021,June,Drought,Z,212
NEW MEXICO,35,2021,June,Drought,Z,218
NEW MEXICO,35,2021,June,Drought,Z,220
NEW MEXICO,35,2021,June,Drought,Z,241
CALIFORNIA,6,2021,June,Drought,Z,186
CALIFORNIA,6,2021,June,Drought,Z,187
CALIFORNIA,6,2021,June,Drought,Z,188
